venue_name,address,rating,reviews,price,type,lat,lng,day_of_week,hour,hour_label,busyness,busyness_info
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Tuesday,20,8 PM,75,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Tuesday,21,9 PM,66,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Tuesday,22,10 PM,52,Usually a little busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Tuesday,23,11 PM,34,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Tuesday,0,12 AM,21,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Tuesday,1,1 AM,12,Usually not busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,6,6 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,7,7 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,8,8 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,9,9 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,10,10 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,11,11 AM,32,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,12,12 PM,34,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,13,1 PM,35,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,14,2 PM,27,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,15,3 PM,30,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,16,4 PM,36,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,17,5 PM,47,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,18,6 PM,55,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,19,7 PM,59,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,20,8 PM,58,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,21,9 PM,55,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,22,10 PM,52,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,23,11 PM,41,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,0,12 AM,30,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Wednesday,1,1 AM,22,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,6,6 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,7,7 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,8,8 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,9,9 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,10,10 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,11,11 AM,25,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,12,12 PM,35,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,13,1 PM,42,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,14,2 PM,47,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,15,3 PM,46,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,16,4 PM,46,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,17,5 PM,51,Usually a little busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,18,6 PM,52,Usually a little busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,19,7 PM,54,Usually a little busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,20,8 PM,50,Usually a little busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,21,9 PM,46,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,22,10 PM,40,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,23,11 PM,33,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,0,12 AM,29,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Thursday,1,1 AM,24,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,6,6 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,7,7 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,8,8 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,9,9 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,10,10 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,11,11 AM,28,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,12,12 PM,36,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,13,1 PM,44,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,14,2 PM,48,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,15,3 PM,49,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,16,4 PM,58,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,17,5 PM,70,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,18,6 PM,80,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,19,7 PM,85,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,20,8 PM,83,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,21,9 PM,80,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,22,10 PM,72,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,23,11 PM,64,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,0,12 AM,44,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Friday,1,1 AM,27,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,6,6 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,7,7 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,8,8 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,9,9 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,10,10 AM,0,
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,11,11 AM,26,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,12,12 PM,41,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,13,1 PM,65,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,14,2 PM,77,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,15,3 PM,82,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,16,4 PM,85,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,17,5 PM,89,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,18,6 PM,93,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,19,7 PM,92,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,20,8 PM,96,Usually busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,21,9 PM,100,Usually busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,22,10 PM,92,Usually as busy as it gets
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,23,11 PM,78,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,0,12 AM,47,Usually not too busy
Brothers Bar & Grill,"1234 N Eddy St Suite 125, South Bend, IN 46617",3.9,1561,$10–20,"['Bar & grill', 'Bar']",41.6913451,-86.23510279999999,Saturday,1,1 AM,28,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,6,6 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,7,7 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,8,8 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,9,9 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,10,10 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,11,11 AM,48,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,12,12 PM,53,Usually a little busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,13,1 PM,45,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,14,2 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,15,3 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,16,4 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,17,5 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,18,6 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,19,7 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,20,8 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,21,9 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,22,10 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Tuesday,23,11 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,6,6 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,7,7 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,8,8 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,9,9 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,10,10 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,11,11 AM,33,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,12,12 PM,43,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,13,1 PM,41,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,14,2 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,15,3 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,16,4 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,17,5 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,18,6 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,19,7 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,20,8 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,21,9 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,22,10 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Wednesday,23,11 PM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,6,6 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,7,7 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,8,8 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,9,9 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,10,10 AM,0,
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,11,11 AM,38,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,12,12 PM,47,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,13,1 PM,50,Usually a little busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,14,2 PM,50,Usually a little busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,15,3 PM,48,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,16,4 PM,49,Usually not too busy
CJ's Pub,"236 S Michigan St, South Bend, IN 46601",4.3,589,$10–20,"['Bar', 'Hamburger restaurant', 'Pub', 'Restaurant']",41.673885899999995,-86.2499627,Thursday,17,5 PM,54,Usually a little busy
